,Texto,Polaridad
304,de camino a tu nuevo restaurante @sergiarolaxnumx tendremos sitio,NONE
305,y el menú increíble xurlx,P+
306,españa es el país con más sobrecualificación laboral de toda la unión europea xurlx,N
307,cambio de conversación de déficit a crecimiento@fareedzakaria xurlx,NEU
308,@sanchez_sonia ya nos contarás si explota europa (como dice sarkozy),N
309,rajoy cumple lo que le manda la troika más recortes sociales el banco malo pagado por los ciudadanos y devaluar empleo y salarios,N
310,los videos sobre la final de la copa davis subidos a youtube alcanzan más de xnumx visitas #copadavis,P
311,la bolsa baja la prima sube la razón que el bce sigue negándose a actuar en el mercado de la deuda por el veto alemán,N
312,plan de ciudados paliativos para menores xurlx,NONE
313,rt @fdofrances wayne gonzales en el centro de arte contemporáneo de málaga @cacmalaga | kedines xurlx vía @kedin,NONE
314,el gobierno en funciones indulta a dos empresarios condenados por defraudar xnumx millones xurlx vía @iescolar,N
315,termina la cumbre de marsella #rajoy ofrece compromiso con el déficit y exige capacidad de decisión para españa,NEU
316,rt @paquivicente cosmeticos de lujo y una suite en moscu el despilfarro final de sinde xurlx ah bueeno es que la suite,N
317,me parece indignante que la ministra sinde gaste xnumx e por noche en un hotel de moscú con xnumx noche come xnumx familia de xnumx personas xnumx meses,N
318,q lo paguen ellos rt @joseantoniodelp @mariviromero @migar_ @miguehijano @ahora_andal últimos días de mentiras y gordas saludos,N
319,es verdad @nataliapastor pero a miguel montes no el preso más antiguo de españa que lleva xnumx años en la cárcelvergonzoso y vomitivo,N
320,que bien esta @icacabelos en el @telediariointer enhorabuena pelirroja,P+
321,será temprano pero yo me muero de sueño que descanséis todos muak,P+
322,lo que has de hacer hazlo pronto @rafiln @isangeis pues mira cuando me lea epn de @pedroj_ramirez me lo leeré :) jaja,P+
323,zzxz,NONE
324,alguien tiene ya el #newtwitter,NONE
325,los líderes de los xnumx siguen discutiendo sus portavoces vendiéndonos que hay acuerdo en el fondo pero que discuten la forma #euco,N
326,hoy la ertzaintza ha descubierto un zulo con armamento de eta oculto en montes de bizkaia entre municipios de abadiano y elorrio,N
327,curiosidad del insomne rajoy pide poder de bloqueo sobre fondo de rescate si no se lo dan sería fracaso suyo de zp o de los dos,N
328,xurlx os dejo con las fotos del concierto de palma de mallorca veréis que visita de lujo he recibido esta noche,P+
329,@paugasol hace dos días muchos rumores estos días yo me centro en el trabajo diario y en la ilusión de volver a jugar con mi equipo,P+
330,resumen de la larga y agria noche en bruselas pacto fiscal sin reino unido y otros xurlx by @basteiro #euco,N
331,me falta información para valorar la reforma d la ue aprobada esta noche espero q nuevo euro no solo tenga cruz sino también cara,NEU
332,después d comprometerlo en conversaciones internacionales quiero saber como va rajoy a recortar los xnumx m d euros de déficit en xnumx,NEU
333,bdías que el reino unido se quede fuera indica que los paises del euro han dado un paso clave en la buena dirección de la unión fiscal,P+
334,rajoy actuó ayer por primera vez como jefe de gobierno y entró en europa pisando fuerte prometiendo y exigiendo lo mismo que hizo aznar,P+
335,portada el mundo xurlx,NONE
336,portada la razón xurlx,NONE
337,última entrada de #zp al consejo ue sonriente #euco,P
338,intentando llegar a un pacto con los virus para que depongan las armas y su actitud inmunidad a cambio de inmunidad,NEU
339,a la ofensa oídos sordos es jodido cuando te arrancan la mandíbula de un zarpazo #malditosorcos,N
340,ahora #toolate zapatero ofrece rigor en nombre de rajoy para recobrar peso en la ue xurlx,P
341,;-)) rt @ceslava @mariviromero @verescreer gracias aún faltan unos días pero no sé si tendré tiempo de hacer algo para celebrarlo,NEU
342,rt @ojomagico un periodista obtiene el documento que explica a qué tiene miedo el reino unido xurlx,N
343,rt @sanchez_sonia papelón #zp entre el chipriota y el irlandés sin traductores y sin poder hablar en adelante el papelón será de rajoy,N
344,merkel sarko y barroso charlando en pie cameron sentado solo con cara de enfado #euco,N
345,encontrado nuevo zulo con explosivos en el país vasco mientras eta exista el camino es seguir combatiéndola,N+
346,;-)) rt @juvenalsoto @mariviromero con tu permiso me sumo a ese #ff para @borissoler,P+
347,#ff a @latanace y @raquelmartos porque son las reinas del mundo (y del mío),P+
348,jaja me río por no llorar rt @xipirona @tonicantoxnumx en cuba no hay una dictadura,N+
349,#ff para @elenawilsonxnumx ella ya sabe,P+
350,increíble q aún exista gente que defienda el régimen cubanoeste verano en cuba no oí a nadie hacerloesa izquierda trasnochada española,N
351,lo pasamos muy bien @maeugenialopez @lidiasanzperez te recomiendo que no le falles es un lujo saludarle en persona xurlx,P+
352,cameron rechaza reformar el tratado de lisboa y el acuerdo se limitará a xnumx países europeos xurlx,NEU
353,a las xnumx en @axnumxnoticias os enseñaremos la casa en la que vivirá la familia zapatero tras dejar moncloa,NONE
354,zapatero dice que rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el xnumx% para el fondo de rescate europeo,P
355,gracias chicos@quedicen_com @paulavazqueztv la última estrella ya brilla en antena xnumx xurlx [xurlx],P+
356,túnel de los roquillos el hierro su cierre durante semanas causó pérdidas ecas considerables xurlx,N+
357,en qué se supone que ha cedido merkel en esta dura negociación,N
358,mijas cierra una treintena de encuentros con touroperadores antes de fitur xurlx,NONE
359,eso es ;-)) rt @ccifuentes @juanansanznunez por supuesto que nos veremos en #sevilla un besazo :-) @mariviromero,P+
360,lo de guardiola no es una rueda de prensa es un alarde de paciencia ojalá ahora se transforme en bebe y nos echemos unas risas,P+
361,ironía por qué le abandonas,N
362,el gobierno de canarias aun no se ha enterado que la cumbre europea era sobre el futuro del euro no sobre la ultraperificidad,NONE
363,rt @juandevi crafts market málaga domingo xnumx de xnumx:xnumx a xnumx:xnumx horas plaza de la merced te lo vas a perder xurlx @cra,NONE
364,todo mi apoyo y mi cariño a luis aizpeolea gran periodista y excelente persona,P+
365,lo mejor de mi timeline está disponible xurlx historias del día por @cfopabloalboran @losxnumx_spain @trendsmadrid,P
366,los xnumx mandamientos para hacer una buena campaña electoral xnumx xurlx,P+
367,€uropa se £ibra nuestra conclusión de la cumbre del euro y el aislamiento definitivo del reino unidoxurlx#portadaepc,N+
368,este tema os dejo hoy amig@s sergio dalma y rafita (que será de mi ) buenas noches bs xurlx,P
369,qué tragedia la de estos cubanos que han perdido la vida buscando su libertad este castro no paga ni xurlx,N+
370,no hay lector con algún problema muy particular que no lo encuentre mencionado en la primera novela que se decida a leer iñaki uriarte,P+
371,la suerte de la fea la guapa la desea #tipicasfrasesdeabuela,NEU
372,comienza el turno de los oyentes en @protasradio,NONE
373,estoy harto del clásico qué cansino todo el mundo con el partido creo que pep saldrá con defensa de xnumx,N
374,jaja me hacéis reír y mucho si fuera un pelota os diría que sois los mejores followers del mundo pero como soy yo os digo vais bien,P+
375,os gusta la nueva aplicación de twitter a mi me despista bastante qué ventajas le veis sobre la anterior yo de momento ninguna,N+
376,bonus #eperiódico josep piqué analiza para el periódico la cumbre del euro es posible europa sin el reino unido xurlx,NONE
377,que tengáis un buen día familia besos y abrazo de gol para tod@s,P+
378,el boe publica hoy el indulto de alfredo sáenz con indulgencia plenaria es decir se borran excepcionalmente los antecedentes penales,P
379,el indulto a sáenz borra los antecedentes penales para q pueda cumplir con la honorab q exige la normativa bancaria,P+
380,@sanchez_sonia @laceldaxnumx @sgueina @jesusmarana @sebas__martin de cómo twitter se convierte en un comedor de necesitados,NONE
381,jajajja la mierda del nuevo twitter locoo me tiene,N+
382,@jesusmarana la charla entre enric gonzález y martí gómez debería animarnos a crear #maestrosquetuvimosxurlx vía @el_pais,P+
383,@fgarea @carmelarios @bieitorubido @carmenmorodo @carlosecue @sindolafuente qué os parece #maestrosquetuvimos cuenta el tuyo,NONE
384,@paquivicente hola @rafam_simancas me haces un rt para encontrar el perro de @anapalacio en la foto está la info xurlx,N
385,@juanmoscosodelp animoy ojo,NEU
386,con @rafacanooficial en cadena dial xurlx,NONE
387,encantado en conoceros @alipass xurlx aquí en la redacción de el mundo gracias ha sido todo un placer cc @mondadientes,P+
388,y los etarras encarcelados no son unos pobres perseguidos por su pensamiento son delincuentes que por fanatismo han hecho cosas terribles,N+
389,muy bueno rt @latigoalcongres @tonicantoxnumx buenas diputado rt please gracias saludosel tercer jinete xurlx,P+
390,habrá que ir calentando los motores para esta noche y no no es que vaya a ver el clásico ;),N
391,shakira ganó ayer xnumx premios xnumx artista latina más importante e influyente en el mundo y mejor artista int en lengua española shakirahq,P+
392,somos consciente de la importancia cultural y musical de la sala malandar por eso vamos a buscar soluciones con su dueño,P+
393,llueve en madrid,NONE
394,veenga hagamos porra quién se lleva el partido,NONE
395,@marodriguezb @paugasol sí y en una competición real abiertano como los simulacros futboleros d aquívamos pau eres y serás el mas grande,P+
396,no me gusta el fútbol pero estoy impaciente x ver jugar al @madrid que gane el mejor el @madrid,NEU
397,el tribunal de cuentas ve irregularidades en contratos del semestre europeo presidido por zapatero xurlx (vía @larazon_es),N
398,la clave del partido de hoy el miedo si mou saca un equipo para amarrar ganará el barca el madrid sólo puede ganar si sale a ganar,P
399,je je@mely_rb que grandes @buenafuente y sus teloneros #brotherneskens,P
400,he oido que esta noche xnumx millones de personas verán el partido madre míabuena suerte a todos,P+
401,las espada están en todo lo alto #tomacomentariofutbolero,NONE
402,hoy veré el clásico en un pub de londres y con dos madridistas de armas tomar a ver si me llevo una alegría ;),P+
403,que nadie se enfade pero esta noche también ponen en la tele el perro del hortelano la última y estupenda película de pilar miró,P+
404,lo mejor de mi timeline está disponible xurlx historias del día por @anesvad @manoletusgarcia @weregorentandgo @jaime_fz,P
405,no se como agradecer todas las muestras de cariño q he recibido hoy aquí y fuera de aquíno tengo palabras gracias infinitas,P+
406,apaga y vámonos qué mala pata,N
407,xnumx-xnumx quién dijo fin de ciclo,NONE
408,felicitats barça madrid queda liga #tomacomentariofutbolero buenas noches amigos y gracias por ser y estar,P
409,@almudenasoy las dos cosas eran pura ficción sí pero no hay color,NEU
410,@maximoexposito risto te veo muy moderado hoy con los merengues xd pues sí odio a la gente que no sabe ganar,NEU
411,@iaguirrexnumx en el concierto de esta noche de los secretos en madrid te ha mencionado enrique urquijo la pantoja crea escuela,P+
412,a puntito de salir para charleston en baezapor cierto enhorabuena al fcb y a todos sus seguidores,P+
413,parece que desgraciadamente ha fallecido una persona en guerrero,N+
414,@apryncxnumx @david_busta maajo buen viaje al parecer los daños del temblor no pasaron a mayores,P
415,bueno abrazos para tod@s hasta luego,P+
416,puedes encontrar vicio y tentación en cada esquina xurlx,N
417,merkozy se equivoca xurlx via @el_pais,N
418,@juanralucas no debe haber mas limite que las viejas reglas del oficio buscar la verdad verificar respetar buena practica periodismo,P+
419,el poema del domingo (piedad bonnett) xurlx,NONE
420,y reitero que no es una cuestión personal sino debate necesario que va mas allá de la profesión del periodismola red abre espacios nuevos,P+
421,rt @ciutadans_cs a las xnumxh no te pierdas a inés arrimadas en la tertulia la alternativa de cope bcn #csteam,NONE
422,la dgt realizará una campaña de intensificación de controles de alcoholemia entre el xnumx y xnumx de diciembre xurlx,NONE
423,con mi hermano @igorbustamante ;-) xurlx,P+
424,un twit y xnumx twits,NONE
425,@nacho_plvapoyaremos y fomentaremos el deporte su práctica y sus valorescreemos más urgente recuperar un ministerio como el de agricultura,P+
426,ya estamos en japon son las xnumxh asi q hay que ir a dormir para que el jet lag se vaya rapido que sueño,P+
427,la atracción guitarrera xurlx,NONE
428,ah eras tú @gorkamunecas @buenafuente acabo de cruzarme contigo en goya,NONE
429,vuelvo a disney;-),P+
430,nervios xurlx,N
431,si me da tiempo os subo alguna foto os quieroo,P+
432,@r_aguadoxnumx cuida tus palabras admirador del fútbol independentista #losmerenguesescozios,N+
433,@_princessxnumx @ristomejide eres un poco catalan cabron no pero si sois unos ratas que no soltais un euro racanos #losmerengesescozios,N+
